,text,Label,preprocess_data
148,"chúc mừng đội tuyển tbn, trận đầu thật nhiều cảm xúc, xin cảm ơn các cổ động viên",1.0,chúc_mừng đội_tuyển tbn trận đầu thật nhiều cảm_xúc xin cảm_ơn các cổ_động_viên
149,"1 điểm trước pháp là cũng ổn với hà lan, thế mới thấy thiếu mbape, pháp thực sự gặp khó",0.0,1 điểm trước pháp là cũng ổn với hà_lan thế mới thấy thiếu mbape pháp thực_sự gặp khó
150,kỳ này có chiếu tv không mọi người,0.0,kỳ này có chiếu tv không mọi người
151,đức đức đã trở lại và lại hại hơn từ sau trận thua nhật bản ở vòng bange wc 2022,1.0,đức đức đã trở_lại và lại hại hơn từ sau trận thua nhật_bản ở vòng bange wc 2022
152,trận nào cũng có siêu phẩm,1.0,trận nào cũng có siêu phẩm
153,cảm ơn bình luận viên đã nói đúng tâm trạng của fan ronaldo khi đó - tự hào vì anh đã chuyền,1.0,cảm_ơn bình_luận_viên đã nói đúng tâm_trạng của fan ronaldo khi đó tự_hào vì anh đã chuyền
154,đến cuối cùng thổ nhĩ kỳ là đội bóng mà tôi tin nhất,1.0,đến cuối_cùng thổ_nhĩ_kỳ là đội bóng mà tôi tin nhất
155,bọn unti lại vào bảo là ronaldo sợ sút trượt nên truyền cho chắc đây mà,0.0,bọn unti lại vào bảo là ronaldo sợ sút trượt nên truyền cho chắc đây mà
156,5: 10 ronaldo đảo chân khét lẹt,1.0,5 10 ronaldo đảo chân khét_lẹt
157,thích mỗi kante,1.0,thích mỗi kante
158,"mẹ đậm chất real của a8 mang về dt đức,,, nhạc trưởng cầm bóng",1.0,mẹ đậm chất real của a8 mang về dt đức nhạc_trưởng cầm bóng
159,tôi cũng không hiểu sao mà fifa trao quả bóng vàng cho một tuyển thủ của một ông đá như cục vàng nổi,2.0,tôi cũng không hiểu sao mà fifa trao quả bóng vàng cho một tuyển_thủ của một ông đá như cục vàng nổi
160,"mấy ông u cà này thích chiếu laze thế nhỉ. trận này bỉ đá chả có tí sức sống, được mấy pha đá còn tạmmcòn lại đá hời hợt vãi, khúc cuối mấy anh u cà không đâm được bàn chứ không bỉ đái",0.0,mấy ông u cà này thích chiếu laze thế nhỉ trận này bỉ đá chả có tí sức_sống được mấy pha đá còn tạmmcòn lại đá hời_hợt vãi khúc cuối mấy anh u cà không đâm được bàn chứ không bỉ đái
161,bình luận viên chán quá. giống như thuê để đọc tên cầu thủ trên sân.,2.0,bình_luận_viên chán quá giống như thuê để đọc tên cầu_thủ trên sân
162,nhìn thằng bruno ngứa mắt quá,2.0,nhìn thằng bruno ngứa_mắt quá
163,ông lewy đá pen màu mè vãi.,2.0,ông lewy đá pen màu_mè vãi
164,"slovakia đá hay mà, bỉ thua cũng là điều bt thôi",1.0,slovakia đá hay mà bỉ thua cũng là điều bt thôi
165,pháp đá vậy mà kêu arg ăn do dàn xếp: )) chẳng qua do phong độ thôi mấy tk nhóc,0.0,pháp đá vậy_mà kêu arg ăn do dàn_xếp chẳng_qua do phong_độ thôi mấy tk nhóc
166,dembeleeeeeeeeeeeeeee,1.0,dembeleeeeeeeeeeeeeee
167,fan ronaldo thấy bóng vào lưới mà vui như dã hội ronaldo mãi đỉnh,1.0,fan ronaldo thấy bóng vào lưới mà vui như dã hội ronaldo mãi đỉnh
168,nhé,0.0,nhé
169,thấy chưa bruno.,0.0,thấy chưa bruno
170,thích nghe hét to thì sáng kênh b88 ấy mà xem,0.0,thích nghe hét to thì sáng kênh b88 ấy mà xem
171,bình luận viên bình luận như hết hơi,2.0,bình_luận_viên bình_luận như hết_hơi
172,0-0 là kết quả mình đi từ đầu quá bản lĩnh,1.0,00 là kết_quả mình đi từ đầu quá bản_lĩnh
173,ý đá chán thật,2.0,ý đá chán thật
174,ủa. bàn đầu tiên sao không được công nhận vậy mn?,0.0,ủa bàn đầu_tiên sao không được công_nhận vậy mn
175,phải có anh quân mới cảm xúc thế này được,1.0,phải có anh_quân mới cảm_xúc thế_này được
176,gk của gruzia hay từ trong game tới ngoài đời kk. thánh gk trong fc di động đó,1.0,gk của gruzia hay từ trong game tới ngoài đời kk thánh gk trong fc di_động đó
177,tbn vô địch,1.0,tbn vô_địch
178,2light hiệp 1?,0.0,2light hiệp 1
179,đội trường đội áo trắng chơi phe play thật rất điềm tĩnh,1.0,đội trường đội áo trắng chơi phe play thật rất điềm_tĩnh
180,đừng bao giờ xem thường người ý kể cả giây cuối cùng,1.0,đừng bao_giờ xem_thường người ý kể_cả giây cuối_cùng
181,trận đấu quá cảm xúc!,1.0,trận đấu quá cảm_xúc
182,ai fan 7 tạ sẽ quen dần cảm giác thua cuộc từ wc đến sau này đi,2.0,ai fan 7 tạ sẽ quen dần cảm_giác thua cuộc từ wc đến sau_này đi
183,trận này bị bán rõ ràng,2.0,trận này bị bán rõ_ràng
184,nj,0.0,nj
185,một khởi đầu quá xuông sẽ cho đội bóng tôi yêu thíchquá tuyệt vời tbn ơi,1.0,một khởi_đầu quá xuông sẽ cho đội bóng tôi yêu thíchquá tuyệt_vời tbn ơi
186,ủng hộ điện thoại hungary!,1.0,ủng_hộ điện_thoại hungary
187,bdn đá hay quá nhìn cách đá giống mc gê. nhiều cầu thủ kĩ thuật. mà nói thật có ronado euro hấp dẫn và đáng xem hơn. mong ronaldo được dự wc lần nữa,1.0,bdn đá hay quá nhìn cách đá giống mc gê nhiều cầu_thủ kĩ_thuật mà nói thật có ronado euro hấp_dẫn và đáng xem hơn mong ronaldo được dự wc lần nữa
188,tuyệt vời các chiến binh ukriane,1.0,tuyệt_vời các chiến_binh ukriane
189,"một trận cầu dở, tuyển pháp nhờ var chút nữa là tôi với hà lan.",2.0,một trận cầu dở tuyển pháp nhờ var chút nữa là tôi với hà_lan
190,lukaku luôn luôn là một cái gì đó thật sự đặc biệt ở các giải đấu lớn,1.0,lukaku luôn_luôn là một cái gì đó thật_sự đặc_biệt ở các giải đấu lớn
191,chúc mừng ukriane,1.0,chúc_mừng ukriane
192,bịp thì thôi rồi,2.0,bịp thì thôi rồi
193,euro giờ chỉ xem vòng loại trực tiếp thôi. đá vòng bảng như bán độ vậy.,2.0,euro giờ chỉ xem vòng_loại trực_tiếp thôi đá vòng bảng như bán_độ vậy
194,tây ban nhé ép sức ép lớn thật. đá italia không có bóng để chơi luôn,1.0,tây ban nhé ép sức_ép lớn thật đá italia không có bóng để chơi luôn
195,bình luận viên chán,2.0,bình_luận_viên chán
196,đây là trận hay nhất vòng 1,1.0,đây là trận hay nhất vòng 1
197,tuyệt,1.0,tuyệt
198,bán độ rõ ràng,2.0,bán_độ rõ_ràng
199,tự dưng hết ngang chả biết kết quả,0.0,tự_dưng hết ngang chả biết kết_quả
200,trận đấu nhạt toẹt,2.0,trận đấu nhạt toẹt
201,sao nghe giọng ông bình luận viên giống độ độ mixi thế nhờ.,2.0,sao nghe giọng ông bình_luận_viên giống độ độ mixi thế nhờ
202,p/$: đại thiên thượng,0.0,p đại thiên thượng
203,bỉ không còn thằng nào để thay thế thằng kuku đen,2.0,bỉ không còn thằng nào để thay_thế thằng kuku đen
204,bip quá,0.0,bip quá
205,làm mất cái tỷ số 3_1,0.0,làm mất cái tỷ_số 3 1
206,"xem cả trận đấu không nghe bình luận viên đọc tên jude bellingham 1 lần nào, đợi chờ gì mà không thay người nhỉ",2.0,xem cả trận đấu không nghe bình_luận_viên đọc tên jude bellingham 1 lần nào đợi_chờ gì mà không thay người nhỉ
207,"tuyển pháp thì có dembele chơi dưới trung bình, hà lan thì có bố depay. hai bố đá còn tệ hơn cả bán độ ấy coi trông buồn cười vãi",2.0,tuyển pháp thì có dembele chơi dưới trung_bình hà_lan thì có bố depay hai bố đá còn tệ hơn cả bán_độ ấy coi trông buồn_cười vãi
208,may hôm qua tôi xem mỗi trận pháp,0.0,may hôm_qua tôi xem mỗi trận pháp
209,giống như bạn đang buồn ngủ vậy,0.0,giống như bạn đang buồn_ngủ vậy
210,vắng bruno là biết nhau ngay: )),2.0,vắng bruno là biết nhau ngay
211,luyến tiếc phút cuốicho guzia,0.0,luyến_tiếc phút cuốicho guzia
212,đức mạh thế này mà sao cứ gặp nhật là thua nhỉ,2.0,đức mạh thế_này mà sao cứ gặp nhật là thua nhỉ
213,hét to là ăn tiền! bình luận viên thời nay!!!,2.0,hét to là ăn_tiền bình_luận_viên thời nay
214,fabian ruiz năm nay cháy quá,1.0,fabian ruiz năm nay cháy quá
215,toàn diễn viên hài đá bóng,0.0,toàn diễn_viên hài đá bóng
216,không phải nói chứ giezman nó phế điên,2.0,không phải nói chứ giezman nó phế điên
217,tuy thấy cờ việt nam sau khi slovakia ghi bàn,0.0,tuy thấy cờ việt_nam sau khi slovakia ghi_bàn
218,"bđn quá mạnh, gần như chấp 1 người trên sân. ronaldo không đóng góp lối chơi một chút nào cả. anh nghỉ nên dừng lại được rồi, cố quá thành quá cố. hãy dừng bóng đá, đừng để bóng đá dừng bạn.",2.0,bđn quá mạnh gần như chấp 1 người trên sân ronaldo không đóng_góp lối chơi một_chút nào cả anh nghỉ nên dừng lại được rồi cố quá thành quá_cố hãy dừng bóng_đá đừng để bóng_đá dừng bạn
219,"nói thật nhé ronaldo giờ đá vật vờ vc, bứt tốc, đánh đầu sức rướn giờ xuống vãi lồn cảm giác gánh nặng vãi, messi già nhưng vẫn còn đó kĩ thuật đá lùi sâu kiến thiết lối chơi, thoát pressing vẫn ổn, còn như ông 7 chịu.",2.0,nói thật nhé ronaldo giờ đá vật_vờ vc bứt tốc đánh_đầu sức rướn giờ xuống vãi lồn cảm_giác gánh nặng vãi messi già nhưng vẫn còn đó kĩ_thuật đá lùi sâu kiến_thiết lối chơi thoát pressing vẫn ổn còn như ông 7 chịu
220,có 2 thằng cu + 1 thằng sa thì tiểu bủ nô gánh thế đéo nào đc.,2.0,có 2 thằng cu 1 thằng sa thì tiểu bủ nô gánh thế đéo nào đc
221,đúng là siêu kinh tỡm,2.0,đúng là siêu kinh tỡm
222,tnk da qua man nhan,0.0,tnk da qua man nhan
223,tan biet croatia,0.0,tan biet croatia
224,"nói thiệt chứ serbia hàng công bị kém thôi, chứ hàng công hay thì tuyển anh hành hạ rồi",2.0,nói thiệt chứ serbia hàng công bị kém thôi chứ hàng công hay thì tuyển anh hành_hạ rồi
225,thằng runo đá như đầu buổi làm như sân bóng mỗi nó đá cá nhân tham lam vãi cặc,2.0,thằng runo đá như đầu buổi làm như sân bóng mỗi nó đá cá_nhân tham_lam vãi cặc
226,lúc combat nó chả bắn rap rồi gào thét,0.0,lúc combat nó chả bắn rap rồi gào_thét
227,anh em nào nhảy cầu vk đẹp đẹp có thể đưa qua xem. giá trị dựa vào dáng người với khuôn mặt,0.0,anh_em nào nhảy_cầu vk đẹp đẹp có_thể đưa qua xem giá_trị dựa vào dáng người với khuôn_mặt
228,đức mà gặp nhật bản xem,0.0,đức mà gặp nhật_bản xem
229,bl như bạn,2.0,bl như bạn
230,tây ban nhé trận này thắng xứng đáng đá quá hay lấn lướt hơn hẳn italy,1.0,tây ban nhé trận này thắng xứng_đáng đá quá hay lấn_lướt hơn hẳn italy
231,r7 giờ đá chán thật. nên dừng lại đi thôi,2.0,r7 giờ đá chán thật nên dừng lại đi thôi
232,năm nay đội tuyển đức chắc chắn vo đinh,1.0,năm nay đội_tuyển đức chắc_chắn vo đinh
233,tbn là đội bóng mà tôi yêu thích từ năm 2006 ₫ến nay. chúc mừng tbn lại có một chiến thằng nửa. nhìn thế hệ trẽ của tbn bây giờ đá từ từ có nét giống bậc đàn anh của thế hệ vàng lúc trước rồi đấy,1.0,tbn là đội bóng mà tôi yêu thích từ năm 2006 ến nay chúc_mừng tbn lại có một chiến thằng nửa nhìn thế_hệ trẽ của tbn bây_giờ đá từ_từ có nét giống bậc đàn_anh của thế_hệ vàng lúc trước rồi đấy
234,năm nay chắc anh về nhà sớm nói gì ứng cử viên vô địch.,2.0,năm nay chắc anh về nhà sớm nói gì ứng_cử_viên vô_địch
235,trận này lắm thằng bể,0.0,trận này lắm thằng bể
236,bóng đá giờ xem cho vui thôi. đừng nên ham mộ làm gì. cuộc sống nhiều cái để lo hơn là xem bóng đá,0.0,bóng_đá giờ xem cho vui thôi đừng nên ham mộ làm gì cuộc_sống nhiều cái để lo hơn là xem bóng_đá
237,pedri đánh đầu mà bình luận viên lại hô là cơ hội đầu tiên cho italia. bình luận kiểu gì vậy,2.0,pedri đánh_đầu mà bình_luận_viên lại hô là cơ_hội đầu_tiên cho italia bình_luận kiểu gì vậy
238,không làm tôi thất vọng yêu xe tăng,1.0,không làm tôi thất_vọng yêu xe_tăng
239,ai fan ronaldo chạm bình luận của minh 2 lần sẽ có bất ngờ,0.0,ai fan ronaldo chạm bình_luận của minh 2 lần sẽ có bất_ngờ
240,"mong có nhân tố mới đổi gió, chứ kỳ nào cũng toàn mấy anh lớn.",1.0,mong có nhân tố mới đổi gió chứ kỳ nào cũng toàn mấy anh lớn
241,bồ đào nhé năm nay vô địch quá hay,1.0,bồ_đào nhé năm nay vô_địch quá hay
242,bán độ rồi,0.0,bán_độ rồi
243,"mẹ ông bình luận không biết fix volume à, cứ đang bình thường tới đoạn sút lại gào lên mấy mức volume. khó chịu vcc. như người ta hát đến đoạn điệp khúc có gào to lên đâu mà vẫn nhấn mạnh được đoạn ý",0.0,mẹ ông bình_luận không biết fix volume à cứ đang bình_thường tới đoạn sút lại gào lên mấy mức volume khó_chịu vcc như người ta hát đến đoạn điệp_khúc có gào to lên đâu mà vẫn nhấn_mạnh được đoạn ý
244,tây ban nhé có thể hơn đấy,0.0,tây ban nhé có_thể hơn đấy
245,lukaku quá đen. đen từ trong ra ngoài rồi,2.0,lukaku quá đen đen từ trong ra ngoài rồi
246,(“”,0.0,
247,bình luận cứ lung tung đâu tỏ vẻ uyên bác,2.0,bình_luận cứ lung_tung đâu tỏ_vẻ uyên_bác
248,kịch sĩ rô pha này hơi non; p,2.0,kịch_sĩ rô pha này hơi non p
249,đức năm nay vô địch vì var và trọng tài là của đức,0.0,đức năm nay vô_địch vì var và trọng_tài là của đức
250,lukaku đã đen lại còn lắm lông,2.0,lukaku đã đen lại còn lắm lông
